,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy
108966,0,0.616815969,60,0,0.6966136829999999,15916.0,11,0,5,0,1.0,1
93438,0,0.3227784029999999,69,0,2754.0,,17,0,1,0,1.0,0
33339,0,0.251681594,48,0,0.3326667879999999,5500.0,6,0,1,0,0.0,1
9683,1,0.9999999,37,1,435.0,,1,3,0,1,0.0,0
6590,0,0.0874330049999999,74,0,0.0061405499999999,8793.0,2,0,0,0,0.0,1
82036,1,0.305790862,48,1,0.572413793,3624.0,7,0,1,0,4.0,1
390,0,0.114588541,38,0,34.0,,2,0,0,0,0.0,0
13190,0,0.0842924649999999,62,0,0.032315072,3960.0,5,0,0,0,0.0,1
17052,0,0.4970760229999999,59,1,0.301155889,3200.0,5,2,2,0,0.0,1
29428,0,0.9999999,38,0,1750.0,,1,0,1,0,0.0,0
64634,0,0.010442124,39,2,0.4809701969999999,7750.0,8,0,2,0,2.0,1
126293,0,0.0,86,0,0.0,,4,0,0,0,0.0,0
40845,1,0.902016331,43,1,687.0,,2,0,0,0,0.0,0
95533,0,0.215067531,63,0,0.552571429,3499.0,23,0,0,0,1.0,1
6521,0,0.1067963569999999,44,0,0.232947342,11830.0,8,0,2,0,1.0,1
119255,0,0.634740555,25,0,0.519050593,1600.0,6,0,0,0,0.0,1
132070,1,0.9999999,28,0,0.0,2108.0,0,1,0,0,0.0,1
116893,0,0.034112845,62,0,0.168972695,8166.0,13,0,1,0,0.0,1
32737,0,0.115224041,59,0,2526.0,0.0,21,0,2,0,0.0,1
41628,1,0.8927680799999999,74,0,0.1443053069999999,1676.0,1,0,0,0,0.0,1
76027,0,0.199030321,51,0,0.5193540119999999,3900.0,8,0,1,0,1.0,1
57914,0,0.0,46,1,0.623865281,7600.0,12,0,4,0,0.0,1
87809,0,0.011768307,63,0,0.4529450119999999,4600.0,8,0,2,0,0.0,1
106085,0,0.531367158,27,0,0.0786516849999999,800.0,2,0,0,0,0.0,1
111369,0,0.04631939,37,1,503.0,,8,0,0,0,0.0,0
46418,1,0.9999999,29,0,0.8692781690000001,2271.0,4,1,1,1,1.0,1
2185,0,0.1606913299999999,37,0,2565.0,,5,0,2,0,0.0,0
123530,0,0.3450790449999999,56,0,0.441705995,5720.0,20,0,2,0,0.0,1
9253,1,0.9999999,31,0,0.3754235879999999,18000.0,5,0,4,0,2.0,1
125126,0,1.3509700180000002,42,4,0.3610062889999999,4769.0,10,0,0,2,0.0,1
46019,0,0.3360723449999999,57,0,0.286716878,5841.0,12,1,1,0,0.0,1
22140,0,0.0,39,0,0.498111531,4500.0,6,0,1,0,1.0,1
90224,0,0.0764020769999999,68,0,0.0826391199999999,3000.0,10,0,0,0,0.0,1
63409,0,0.155294968,49,0,2584.0,0.0,6,0,2,0,2.0,1
91044,0,0.0422518929999999,80,0,42.0,,1,0,0,0,0.0,0
13563,0,0.013390722,54,0,0.185296324,11996.0,6,0,2,0,2.0,1
37202,0,0.0262494009999999,45,1,2369.0,,15,0,1,0,0.0,0
64203,0,0.3030782149999999,59,0,0.936012797,5000.0,12,0,2,0,0.0,1
11935,0,0.15812764,61,0,0.0168832499999999,9772.0,3,0,0,0,0.0,1
50502,1,0.978206203,54,3,0.592592593,3833.0,10,3,2,1,0.0,1
119556,1,0.9145344390000002,46,2,0.6082693359999999,14583.0,8,0,4,0,2.0,1
3477,0,0.4212997609999999,49,0,0.3942522319999999,7167.0,19,0,1,0,2.0,1
54946,0,0.434418409,65,2,0.2346487469999999,29166.0,13,0,2,0,0.0,1
3261,0,0.0754929579999999,40,0,0.055662956,15000.0,6,0,0,0,0.0,1
127205,0,0.006441151,28,0,0.0306135049999999,8100.0,8,0,0,0,0.0,1
117197,0,0.5575273699999999,55,2,1.007427414,4442.0,5,0,1,0,0.0,1
134042,0,0.0536603429999999,53,0,0.005427796,7000.0,6,0,0,0,0.0,1
110434,0,0.9999999,52,0,0.2913708629999999,10000.0,5,0,3,0,0.0,1
82767,0,0.030092895,53,0,0.2445179979999999,7250.0,24,0,2,0,2.0,1
141745,0,0.0876922469999999,52,0,0.3555788839999999,6667.0,23,0,1,0,0.0,1
94968,0,0.0792922009999999,76,0,0.124238508,10833.0,15,0,1,0,0.0,1
35880,0,0.0,62,0,0.037254081,7166.0,3,0,1,0,0.0,1
87372,0,0.0,52,0,0.170641468,20000.0,9,0,2,0,3.0,1
90277,0,0.0362240939999999,67,0,0.460948505,6388.0,7,0,2,0,1.0,1
139468,0,0.2226399799999999,53,0,0.416233507,2500.0,32,0,1,0,0.0,1
108483,0,0.0674754509999999,39,0,0.530146985,10000.0,9,0,2,0,2.0,1
66127,0,0.637272661,44,0,3359.0,,14,0,2,0,2.0,0
138832,0,0.9999999,41,1,0.121175765,3333.0,1,0,0,0,0.0,1
26860,1,0.928126769,47,1,0.0783686529999999,2500.0,3,0,0,1,0.0,1
111336,0,0.7362533590000002,45,1,0.2167909859999999,6300.0,15,0,0,0,0.0,1
112992,0,0.049973215,40,0,0.005353517,10833.0,4,0,0,0,0.0,1
103532,0,0.4036963299999999,56,1,0.276004218,10430.0,8,0,1,0,0.0,1
102662,0,0.367768445,33,0,0.120185794,5166.0,6,0,0,1,0.0,1
130790,0,0.03957927,69,0,0.0074988279999999,6400.0,5,0,0,0,0.0,1
57907,0,0.009754904,28,0,958.0,0.0,7,0,1,0,0.0,1
142917,0,0.767372464,52,1,0.380509305,4083.0,5,0,0,0,2.0,1
53450,0,0.02539195,59,0,0.233981281,4166.0,4,0,1,0,0.0,1
54179,0,0.1781397969999999,36,0,0.408918216,5000.0,10,0,2,0,0.0,1
61966,0,0.9999999,38,0,0.002499107,2800.0,1,0,0,0,1.0,1
41020,0,0.0507258969999999,58,0,0.18715524,10151.0,6,0,2,0,2.0,1
117103,0,0.0094654049999999,59,1,0.275890099,6150.0,4,0,1,0,1.0,1
88232,0,0.7371184129999998,71,0,0.6487317449999999,1300.0,6,0,0,0,0.0,1
112145,0,0.29814085,40,0,0.232157734,3600.0,7,0,0,0,2.0,1
68489,0,0.9999999,53,0,0.0,3501.0,1,1,0,0,3.0,1
55373,0,0.014899851,48,1,0.5164280559999999,9708.0,15,0,1,0,1.0,1
68545,0,0.6440806679999999,74,0,0.315324675,1924.0,7,0,1,0,1.0,1
109321,0,0.02161913,72,0,0.232801074,6700.0,15,0,2,0,0.0,1
123751,1,0.54387264,49,3,0.662800163,4913.0,3,0,1,1,0.0,1
10503,0,0.0213507939999999,57,0,0.8235882059999998,2000.0,10,0,2,0,0.0,1
19509,0,0.0,61,0,0.233823739,7000.0,9,0,1,0,1.0,1
37523,0,0.9999999,66,0,0.0,4097.0,0,0,0,0,0.0,1
31200,0,0.9999999,66,0,0.24375125,5000.0,1,0,1,0,0.0,1
2498,0,0.0008666379999999,83,0,0.0,0.0,5,0,0,0,0.0,1
61877,0,0.0,61,0,0.195944016,3500.0,6,0,1,0,0.0,1
79925,0,0.0231807589999999,69,1,0.004286395,6298.0,4,0,0,0,1.0,1
33138,1,0.0589441309999999,52,1,0.2108716029999999,3200.0,4,1,1,0,2.0,1
134603,0,0.0116840739999999,74,0,0.1497975709999999,6421.0,9,0,1,0,0.0,1
106393,0,0.0,70,0,0.010757137,2416.0,11,0,0,0,0.0,1
14050,0,0.194744977,66,0,0.1247501,2500.0,8,0,0,0,0.0,1
82724,0,0.0,22,0,0.0,,1,0,0,0,0.0,0
42644,0,0.0,50,0,0.32260228,8945.0,9,0,1,0,3.0,1
114218,0,0.0657815469999999,41,0,0.7702459509999998,5000.0,12,0,7,0,3.0,1
36645,0,0.135878513,49,0,0.3585167699999999,14400.0,15,0,2,0,0.0,1
87900,0,0.474085978,52,1,0.5231264639999998,3415.0,8,0,1,0,0.0,1
70744,0,0.052981962,40,0,0.459954005,10000.0,5,0,3,0,5.0,1
38754,0,0.003277173,66,0,0.25539493,4772.0,5,0,1,0,1.0,1
120362,0,0.627126809,50,0,0.834930314,9183.0,13,0,3,0,0.0,1
141456,0,0.566697907,40,0,0.123153829,4400.0,7,0,0,0,2.0,1
62284,0,0.549731897,35,0,0.506925662,12200.0,13,0,4,0,2.0,1
142537,0,0.141514216,29,0,0.034062319,5166.0,11,0,0,0,1.0,1
97464,0,0.0001632589999999,58,0,1735.0,,12,0,1,0,0.0,0
118681,0,0.1713365489999999,66,0,0.3316179129999999,11075.0,20,0,2,0,1.0,1
64076,0,0.0046031079999999,74,0,0.398224477,4730.0,6,0,1,0,0.0,1
146009,0,0.1314759459999999,55,0,0.876472199,3650.0,15,0,1,0,1.0,1
103660,0,0.0,57,0,1.5484398869999998,9165.0,17,0,4,0,0.0,1
58934,0,0.005565579,74,1,0.001907669,2620.0,4,0,0,0,0.0,1
23655,0,0.032074557,57,0,115.0,,7,0,0,0,0.0,0
31693,0,0.87736395,58,1,1133.0,,7,0,0,0,0.0,0
42,0,0.4690568419999999,31,0,0.048211004,9250.0,4,0,0,0,1.0,1
84373,0,0.1450777199999999,43,0,7560.0,,9,0,2,0,3.0,0
43974,0,0.2588592909999999,41,0,0.365340349,3040.0,7,0,0,0,2.0,1
18503,0,0.524186492,54,0,0.341441576,6700.0,7,0,1,0,0.0,1
1405,0,0.46273576,64,0,0.575630741,8600.0,32,0,3,0,0.0,1
136222,0,0.0,38,0,0.304538478,4560.0,9,0,1,0,0.0,1
59938,0,0.3971770239999999,34,0,0.036502547,2355.0,4,0,0,1,2.0,1
47785,0,0.0104361739999999,60,0,0.3504344229999999,4833.0,10,0,1,0,0.0,1
8672,0,3.311206281,37,0,2024.0,,8,0,1,0,2.0,0
99908,0,0.45845668,64,0,0.397460254,10000.0,13,0,2,0,0.0,1
17301,0,0.9999555670000002,50,0,2316.0,,6,0,1,0,3.0,0
73566,0,0.7265609709999998,54,0,0.2778744269999999,6322.0,7,0,0,0,0.0,1
69256,0,0.148179011,68,0,1075.0,,8,0,1,0,0.0,0
122851,0,0.1285652599999999,65,0,0.920308483,3500.0,6,0,1,0,0.0,1
97174,0,0.015439893,59,0,0.3749289909999999,5280.0,12,0,1,0,2.0,1
123158,0,0.0267429419999999,72,0,0.005664778,3000.0,1,0,0,0,0.0,1
21799,0,0.0038668999999999,75,0,0.104855086,10833.0,7,0,1,0,1.0,1
109928,0,0.015416617,35,0,0.1413097819999999,6000.0,14,0,0,0,0.0,1
138446,0,0.0,33,0,0.67408148,4000.0,17,0,1,0,3.0,1
57112,0,0.819548872,56,0,0.1220719859999999,5250.0,5,0,0,0,0.0,1
21422,0,0.1028138059999999,56,1,0.154943048,11500.0,16,0,1,0,1.0,1
46925,0,0.966885281,38,0,0.3171186999999999,9106.0,9,0,1,0,0.0,1
108174,0,0.162119082,64,0,0.4168009209999999,4344.0,12,0,1,0,1.0,1
95728,0,0.012413508,36,0,0.0045701229999999,3500.0,6,0,0,0,0.0,1
36182,0,0.018230466,41,1,0.489560835,4166.0,13,0,1,0,0.0,1
38042,0,0.6041164709999999,65,0,0.8394642519999999,5300.0,21,0,3,0,0.0,1
116841,0,0.9999999,22,98,0.0,,0,98,0,98,0.0,0
107111,0,0.378986674,62,0,13618.0,,26,0,2,0,0.0,0
93488,0,0.138090295,70,0,801.0,,7,0,1,0,0.0,0
95842,0,0.26785797,37,0,0.6474234789999999,2580.0,10,0,0,0,2.0,1
6339,0,0.054811915,47,0,0.171767645,1600.0,4,0,0,0,0.0,1
3322,0,0.009355495,61,0,0.147890677,10500.0,12,0,1,0,0.0,1
74116,0,0.0639077539999999,43,0,0.258759713,6820.0,9,0,2,0,0.0,1
40109,0,0.137492534,67,0,1.051082033,3973.0,19,0,5,0,0.0,1
148548,0,0.1476044579999999,48,0,4210.0,,16,0,3,0,0.0,0
114246,0,0.564996632,32,0,0.1015569199999999,7000.0,3,0,0,0,0.0,1
10965,0,0.9999999,32,0,0.689425479,1200.0,3,0,1,0,1.0,1
39853,0,0.055965734,68,0,0.008719302,12500.0,8,0,0,0,0.0,1
88508,0,0.279425696,52,0,0.552599548,5750.0,10,0,3,0,0.0,1
91688,0,0.0261713639999999,80,0,0.011488251,3829.0,7,0,0,0,0.0,1
21813,0,0.3402296779999999,54,0,1890.0,,8,0,2,0,0.0,0
42829,0,0.0946241609999999,54,0,0.4333005170000001,8125.0,9,0,1,0,0.0,1
142459,0,0.134686531,56,0,0.158385568,6540.0,7,0,1,0,2.0,1
30811,0,0.0,32,0,0.0011293049999999,1770.0,6,0,0,0,0.0,1
11446,0,0.0750569059999999,63,1,0.025444766,4833.0,10,0,0,0,1.0,1
93624,0,0.050569768,36,1,0.224602203,6535.0,11,0,1,0,2.0,1
66016,0,0.0,33,0,0.4796586059999999,3514.0,11,0,1,0,0.0,1
14493,0,0.244546267,33,0,0.61473306,3895.0,6,0,1,0,0.0,1
92164,0,0.547645973,44,0,0.30311483,2150.0,8,0,0,0,3.0,1
109386,1,0.141001916,55,0,0.2999032569999999,3100.0,4,0,0,0,0.0,1
66327,0,0.981986544,37,0,0.199570527,7450.0,12,0,0,0,1.0,1
68066,0,0.0,42,0,0.25805316,5680.0,10,0,2,0,0.0,1
51913,0,0.010749013,33,0,0.167350768,8526.0,10,0,1,0,0.0,1
97579,1,1.024820542,36,0,0.549725275,3639.0,9,1,0,0,1.0,1
39848,0,0.143571369,26,0,1.925187032,400.0,4,0,0,0,0.0,1
120757,0,0.0014018529999999,77,0,2.0,,8,0,0,0,0.0,0
113372,1,0.937091568,44,2,0.45098358,6150.0,11,0,1,1,3.0,1
101789,0,0.557006934,52,0,0.288861309,3222.0,9,0,0,0,2.0,1
18147,0,0.4870075999999999,49,0,0.849430114,5000.0,11,0,1,0,0.0,1
20396,1,0.962366338,56,1,0.549417512,2660.0,9,0,1,1,0.0,1
63785,0,0.5044816159999999,59,0,0.691609977,4850.0,9,0,3,0,0.0,1
71463,0,0.0,25,0,0.1650811419999999,1786.0,5,0,0,0,0.0,1
98377,0,0.0549877329999999,37,1,0.230153969,5000.0,14,0,1,0,0.0,1
78111,0,0.9999999,66,0,1994.0,,1,0,1,0,0.0,0
129108,0,0.0288013779999999,35,0,0.0057227249999999,5416.0,5,0,0,0,0.0,1
102176,0,0.043536392,55,0,0.315757667,6618.0,10,0,2,0,0.0,1
66492,0,0.056433839,80,0,2455.0,,10,0,3,0,1.0,0
32109,0,0.022869167,60,0,2120.0,,7,0,2,0,0.0,0
118570,0,0.0,25,0,0.578420467,898.0,4,0,0,0,0.0,1
129906,0,0.009537716,75,0,0.224725592,1730.0,10,0,0,0,0.0,1
103810,0,0.8720232679999999,38,0,0.611540209,2200.0,5,0,1,0,0.0,1
60307,0,0.0,65,0,0.128658089,15000.0,6,0,1,0,0.0,1
14122,0,0.174123415,62,0,0.108680311,4250.0,5,0,0,0,1.0,1
100327,0,0.0052477169999999,77,0,7.0,,4,0,0,0,0.0,0
126635,0,0.339847567,51,0,0.543512838,4400.0,6,0,2,0,2.0,1
43429,1,0.83006294,41,0,0.2685143119999999,2200.0,8,2,0,0,0.0,1
45468,0,0.66154177,36,0,807.0,,7,0,0,0,0.0,0
45580,0,0.0159267339999999,58,0,2886.0,,10,0,1,0,0.0,0
33132,0,0.18247719,44,0,0.1811994899999999,2350.0,4,0,1,0,2.0,1
125542,0,0.9999999,83,0,0.0,,1,0,0,0,0.0,0
102490,0,0.7258387029999998,44,1,0.3101970869999999,3500.0,6,0,0,0,2.0,1
65381,0,0.079670499,61,0,0.450852558,7975.0,7,0,1,0,0.0,1
65366,0,0.20955707,69,1,0.927088363,2070.0,12,0,2,0,0.0,1
146279,0,0.6486933689999999,42,0,0.3923572539999999,4500.0,5,0,2,0,1.0,1
106145,0,0.026457832,75,0,40.0,,5,0,0,0,0.0,0
74994,0,0.025836608,61,0,0.022763367,5666.0,4,0,0,0,0.0,1
61172,0,0.0780192269999999,50,0,0.2076707949999999,12514.0,8,0,2,0,2.0,1
38835,0,0.1616766469999999,26,0,0.000874891,2285.0,1,0,0,0,0.0,1
145352,0,0.3234153949999999,34,2,0.4817397079999999,6023.0,13,0,1,1,0.0,1
26696,0,0.036802273,37,0,0.262798635,7031.0,5,0,1,0,3.0,1
95227,0,0.0790226569999999,64,0,0.5082822489999999,7666.0,15,0,2,0,0.0,1
82084,0,0.0725701569999999,63,0,0.193838699,8666.0,10,0,1,0,0.0,1
68968,0,0.953209358,30,0,0.3978898009999999,4264.0,5,0,1,0,2.0,1
51319,0,0.060424103,48,0,0.3518648839999999,4262.0,9,0,1,0,2.0,1
52717,0,0.432278386,52,0,1.119971435,4200.0,7,0,3,0,0.0,1
136522,0,0.0373891969999999,79,0,518.0,,9,0,0,0,0.0,0
4678,0,0.934520717,58,1,1.241460542,14432.0,17,0,3,0,2.0,1
93051,0,0.015157818,67,0,0.003221864,9000.0,6,0,0,0,1.0,1
73757,0,0.3702636449999999,45,0,0.437112577,5000.0,6,0,1,0,3.0,1
39416,0,2.197674419,39,1,0.8668325259999998,7636.0,14,0,2,0,3.0,1
84704,0,0.0039767869999999,49,0,0.215778422,10000.0,11,0,1,0,3.0,1
111854,0,0.078576502,41,0,0.379895857,4416.0,7,0,1,0,2.0,1
94417,0,0.010341262,65,0,414.0,,10,0,1,0,0.0,0
59674,0,0.037569205,54,0,0.4127616299999999,11800.0,13,0,4,0,3.0,1
66277,0,0.346336666,28,0,0.554136591,1800.0,3,0,1,0,0.0,1
24573,0,0.025724357,52,0,0.0936048099999999,7317.0,4,0,1,0,0.0,1
109581,0,0.604755459,87,1,0.3668681979999999,4134.0,9,0,1,0,0.0,1
42991,1,0.930043723,28,2,0.118529097,2800.0,4,0,0,2,0.0,1
71547,0,0.616852544,59,1,0.441637722,9500.0,9,0,1,0,0.0,1
142076,0,0.350689399,59,1,0.4599425070000001,8000.0,10,0,1,0,2.0,1
29078,0,0.0663278509999999,51,0,0.262409828,14000.0,9,0,2,0,2.0,1
87073,0,0.000228357,56,0,0.6196091639999999,5935.0,10,0,2,0,1.0,1
131694,0,0.324605919,61,0,0.3902915149999999,7683.0,10,0,1,0,0.0,1
92212,0,0.466842653,28,0,0.133081537,4500.0,11,1,0,0,0.0,1
30816,0,0.0,63,0,0.4353281849999999,1035.0,4,0,0,0,0.0,1
69661,0,0.5735075259999999,32,0,0.504943895,9000.0,12,0,3,0,0.0,1
141892,0,0.16633613,39,0,0.807234329,4450.0,16,0,1,0,0.0,1
11358,0,0.129396303,52,0,2061.0,,5,0,1,0,0.0,0
136932,0,0.4442592899999999,63,1,0.4110621099999999,5441.0,4,0,1,0,0.0,1
58898,0,0.0176544219999999,60,0,0.006966673,5310.0,9,0,0,0,0.0,1
15955,0,0.036399225,44,0,0.015364355,6833.0,8,0,0,0,0.0,1
19198,0,0.0189057179999999,56,0,0.4450117,4700.0,19,0,1,0,0.0,1
73454,0,0.5682704809999999,52,0,0.0722755509999999,7083.0,7,0,0,0,1.0,1
11088,0,0.0546553479999999,83,1,0.2029492629999999,4000.0,12,0,1,0,0.0,1
102655,0,0.0665573569999999,55,0,1943.0,,19,0,2,0,0.0,0
3407,0,0.017054866,80,0,0.0988526039999999,10196.0,15,0,1,0,0.0,1
56741,0,0.0135742009999999,42,0,1504.0,,6,0,2,0,0.0,0
36421,0,0.5780274659999999,82,0,0.4437019709999999,2992.0,5,0,1,0,0.0,1
109995,0,0.137395601,59,1,0.4489115719999999,9600.0,10,0,2,0,0.0,1
6245,0,0.030903579,70,0,1017.0,,3,0,1,0,0.0,0
29913,1,0.9999999,45,1,0.4167380749999999,3500.0,2,0,1,2,1.0,1
106362,0,0.417403941,51,0,0.624895222,7157.0,10,0,2,0,0.0,1
3680,0,0.013878262,69,0,0.002661505,8265.0,11,0,0,0,0.0,1
132182,0,0.7853623359999998,30,1,446.0,,7,0,0,0,0.0,0
82529,0,0.461054962,47,0,0.2540617749999999,5600.0,7,0,1,0,4.0,1
51201,0,0.288745562,54,0,0.2869882449999999,7400.0,8,0,1,0,0.0,1
109725,0,0.463902009,59,1,2195.0,,10,0,0,0,0.0,0
52979,0,0.0802262789999999,73,0,83.0,,9,0,0,0,0.0,0
2256,0,0.0519760209999999,79,0,0.1644371359999999,22500.0,22,0,1,0,1.0,1
73748,0,0.147047386,31,0,0.4552260289999999,3472.0,6,0,1,0,1.0,1
16484,0,0.1878068,30,0,0.4126725359999999,9200.0,9,0,2,0,2.0,1
9322,0,0.10607561,63,0,0.2281362969999999,13000.0,10,0,2,0,0.0,1
101762,0,0.007194245,22,0,0.0,,1,0,0,0,0.0,0
26085,0,0.0113627969999999,56,0,943.0,,22,0,0,0,0.0,0
69429,0,0.245675432,49,1,0.2023616799999999,10500.0,6,0,1,0,1.0,1
112105,0,0.005803993,92,0,24.0,,7,0,0,0,0.0,0
27817,0,0.9999999,47,0,0.4293193719999999,3628.0,7,0,1,0,4.0,1
104792,0,0.168734938,47,0,0.0861428019999999,7800.0,4,0,1,0,2.0,1
34441,0,0.0545448499999999,60,0,0.3243121339999999,8867.0,22,0,1,0,0.0,1
147121,0,0.0,38,0,0.5542487499999998,3400.0,5,0,1,0,1.0,1
32980,0,0.7648721109999999,65,0,0.375300336,2080.0,7,0,0,0,0.0,1
126901,0,0.0858494709999999,49,0,0.261273466,10333.0,11,0,1,0,2.0,1
63048,0,0.883529381,36,0,0.300812444,14400.0,14,0,2,0,2.0,1
16899,1,0.320639979,48,0,0.2030539899999999,5500.0,5,1,0,0,2.0,1
112227,0,0.405356347,58,0,995.0,,14,0,0,0,0.0,0
129364,0,0.294676999,40,0,0.6567723789999999,6400.0,17,0,2,0,2.0,1
29093,0,0.307282949,53,0,1826.0,,9,0,2,0,0.0,0
20631,0,0.0,57,0,0.8055303719999999,2205.0,7,0,3,0,0.0,1
104775,0,0.010094963,33,0,0.002678354,4106.0,4,0,0,0,3.0,1
80398,0,0.0003993019999999,58,0,0.134161273,5716.0,12,0,2,0,0.0,1
118633,0,0.140508034,36,0,0.0875760349999999,12000.0,21,0,0,0,0.0,1
8093,0,0.2161189249999999,42,0,2546.0,,7,0,2,0,1.0,0
110622,0,0.2879716219999999,40,0,0.1715948219999999,8420.0,11,0,1,0,0.0,1
110406,0,0.012861252,81,1,1679.0,,5,0,1,0,0.0,0
142053,0,0.8042609849999999,49,2,0.1877167919999999,4900.0,5,1,0,0,1.0,1
121610,0,0.9999999,70,0,0.001279898,12500.0,0,0,0,0,0.0,1
80372,0,0.0582627819999999,49,0,1562.0,,4,0,1,0,0.0,0
119208,0,0.0668983279999999,51,0,3420.0,,5,0,1,0,0.0,0
21891,0,0.15522035,77,0,0.281985901,6666.0,25,0,1,0,0.0,1
31306,0,0.362987045,51,0,0.123024349,2340.0,4,0,0,0,1.0,1
6371,0,1.014054775,46,1,0.424529305,9400.0,6,0,1,0,2.0,1
5088,0,0.007693585,67,0,0.154542711,3312.0,16,0,1,0,0.0,1
117204,0,0.458081028,54,0,0.609315937,8200.0,22,0,2,0,2.0,1
147333,0,0.408482503,28,0,0.445982235,4840.0,15,0,2,0,2.0,1
50389,0,0.0,54,0,0.491496453,11700.0,9,0,3,0,2.0,1
71616,0,0.323751691,29,0,0.063899152,4600.0,4,0,0,0,0.0,1
26997,0,0.0006126619999999,51,0,0.051861279,22000.0,14,0,2,0,1.0,1
7062,0,0.096557635,59,0,0.327218642,6050.0,7,1,1,0,0.0,1
122919,0,0.2712099069999999,40,0,0.121826565,18000.0,10,0,1,0,3.0,1
55617,0,0.130412883,61,1,0.487503289,3800.0,11,1,1,0,1.0,1
127667,0,0.044028294,72,1,0.192567286,12000.0,10,0,2,0,0.0,1
90188,0,0.919188528,46,0,0.342107948,9800.0,9,0,1,0,1.0,1
34327,0,0.538701591,51,2,0.283343331,5000.0,9,0,2,0,1.0,1
46183,1,0.401599733,60,1,0.361164708,5700.0,5,0,0,3,0.0,1
49676,0,0.501955086,50,0,0.6063172749999999,5666.0,6,0,2,0,0.0,1
73109,0,0.2372938099999999,63,0,319.0,,6,0,0,0,0.0,0
111324,0,0.010353625,48,0,0.518577707,7508.0,7,0,3,0,3.0,1
37564,0,0.019031803,61,0,0.2372602739999999,1824.0,17,0,1,0,0.0,1
26427,0,0.0,49,0,0.1184327689999999,7860.0,3,0,1,0,0.0,1
48221,0,0.523244671,33,0,0.24995001,5000.0,8,0,0,0,0.0,1
117288,1,0.9999999,29,0,0.0,,0,0,0,1,0.0,0
147231,0,0.106474936,65,2,0.500724088,14500.0,17,0,4,1,0.0,1
32336,0,0.425716189,25,1,0.656516443,820.0,3,0,0,1,0.0,1
75559,0,0.0373800619999999,32,0,0.0647896339999999,6250.0,5,0,0,0,0.0,1
74403,0,0.014804845,28,0,0.264747051,5000.0,9,0,0,0,0.0,1
97254,0,0.0728481789999999,46,0,0.2441082639999999,9716.0,4,0,1,0,0.0,1
25941,0,0.059789175,32,0,0.1329479769999999,6400.0,8,0,0,0,0.0,1
147206,0,0.0461197969999999,58,0,0.039223226,5200.0,12,0,0,0,0.0,1
93698,0,0.084686518,48,0,0.392967942,2900.0,7,0,2,0,1.0,1
46887,0,0.001803246,43,0,0.571496137,6342.0,8,0,2,0,2.0,1
41268,0,0.0345986,75,0,0.0079979999999999,4000.0,5,0,0,0,0.0,1
93017,0,0.0,66,0,0.000571265,3500.0,2,0,0,0,0.0,1
109285,0,0.0,34,0,526.0,,5,0,1,0,0.0,0
148388,0,0.028358866,66,0,0.1114199679999999,4316.0,6,0,1,0,1.0,1
4382,0,0.153526403,29,0,0.2233712509999999,2900.0,16,0,0,0,0.0,1
144931,0,0.853008152,61,0,0.384272396,4933.0,11,0,0,0,0.0,1
640,0,0.0630624629999999,54,0,4659.0,,5,0,2,0,0.0,0
108253,0,0.4200940959999999,40,0,0.5339616139999999,8700.0,17,0,2,0,0.0,1
18200,0,0.9999999,25,0,0.0,1625.0,0,1,0,0,0.0,1
64324,0,0.2525411619999999,62,0,0.25318497,6200.0,15,0,1,0,0.0,1
97631,0,0.9999999,39,0,0.5444766239999999,2416.0,4,0,2,0,1.0,1
5418,0,0.097131403,81,0,0.4637178379999999,3458.0,15,0,1,0,0.0,1
59737,0,0.190301616,38,1,0.519807479,2700.0,7,3,1,2,1.0,1
87021,0,0.024589565,63,0,0.1363090949999999,4166.0,18,0,0,0,0.0,1
46798,0,0.40491368,51,0,0.320833958,13333.0,10,0,1,0,3.0,1
44722,0,0.195490211,64,0,1.183414044,1651.0,8,0,1,0,0.0,1
114361,0,0.3483188589999999,60,0,1.131094756,2173.0,10,0,2,0,0.0,1
95339,0,0.0514850749999999,46,0,0.291006581,4102.0,9,0,1,0,0.0,1
119431,0,0.8197111809999998,31,1,0.681937173,4583.0,6,0,2,0,0.0,1
25865,0,0.1964796229999999,39,0,0.267042356,5500.0,5,0,1,0,0.0,1
78202,0,0.397911575,32,1,0.338613347,3850.0,4,0,1,0,0.0,1
57047,0,0.0693863259999999,65,0,0.918181818,5279.0,11,0,2,0,0.0,1
52205,0,0.0,58,0,0.1622792399999999,3000.0,8,0,0,0,0.0,1
59029,1,0.5003049659999999,43,0,0.380252358,8162.0,12,0,1,0,2.0,1
64593,0,0.317073171,66,0,0.090649536,1400.0,6,0,0,0,0.0,1
71983,0,0.100998164,61,0,3697.0,,15,0,2,0,0.0,0
30231,0,0.971816112,40,0,0.4288477479999999,3618.0,5,0,0,0,3.0,1
147590,0,1.098300074,67,0,1915.0,,8,0,0,0,1.0,0
935,0,0.526201662,54,4,0.3435462579999999,25000.0,9,0,3,0,1.0,1
137391,0,0.0015569829999999,65,0,1.0,,3,0,0,0,0.0,0
131985,0,0.970972011,45,0,0.333232901,13275.0,15,0,2,0,4.0,1
