,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy,monthly_income
43753,0,0.0,52,0,0.4564990299999999,10,0,4,0,0.0,1,6700.0
130719,0,0.46930881,32,0,0.968005332,7,1,3,0,0.0,1,6000.0
102446,0,0.098729958,53,0,0.454921565,9,0,2,0,1.0,1,5800.0
80554,0,0.520384167,59,0,0.8086398919999999,11,0,4,0,1.0,1,5925.0
19980,0,0.7267191069999999,32,1,0.414581066,9,0,1,0,0.0,1,4594.0
16711,0,0.9999999,61,0,0.738504598,5,0,2,0,0.0,1,2500.0
139511,0,0.139644638,45,0,0.205117287,8,0,2,0,4.0,1,25833.0
81049,0,0.13720546,38,0,0.0112914609999999,6,0,0,0,0.0,1,4250.0
82275,0,0.5040640899999999,49,0,0.128931473,4,0,0,0,0.0,1,4800.0
50482,0,0.0116559019999999,78,0,0.0180630279999999,8,0,0,0,0.0,1,2601.0
135382,0,0.008999743,89,0,0.004151292,2,0,0,0,0.0,1,2167.0
3100,0,0.057138322,28,0,0.1690096839999999,6,0,0,0,0.0,1,3200.0
10574,0,0.5164516089999999,67,2,0.996852872,17,0,1,0,0.0,1,5083.0
3575,0,0.4576620029999999,88,0,0.300206505,18,0,0,0,0.0,1,3873.0
113214,0,0.1958991089999999,47,0,0.562887423,9,0,1,0,0.0,1,5000.0
14548,0,0.4036077209999999,73,0,0.6496539789999999,11,0,0,0,0.0,1,1155.0
2508,0,0.347676394,78,0,0.897422409,8,0,1,0,1.0,1,1900.0
113711,0,0.0093277159999999,41,0,0.6735250369999999,8,0,1,0,0.0,1,4033.0
60515,0,0.042427359,45,0,0.007939308,6,0,0,0,0.0,1,5667.0
23380,0,0.98040196,55,0,0.542461005,7,0,0,0,0.0,1,3461.0
89980,0,0.7260475079999998,69,0,0.4889116339999999,12,0,0,0,0.0,1,2930.0
49788,0,0.223885685,63,0,2183.0,6,0,2,0,0.0,1,0.0
1938,0,0.8916237209999999,37,0,0.564257446,8,0,1,0,1.0,1,4800.0
50791,0,0.35775895,39,0,0.3789365,4,0,0,0,1.0,1,1936.0
7747,0,0.146722613,63,0,0.120013523,8,0,0,0,0.0,1,8873.0
116757,0,0.01811298,83,0,0.004090537,9,0,0,0,0.0,1,11000.0
117788,0,0.007984032,30,0,0.099960016,3,4,0,1,0.0,1,2500.0
113633,0,0.006859863,87,0,0.006312467,7,0,0,0,0.0,1,1900.0
108591,1,0.9999999,40,1,0.02349979,0,1,0,0,2.0,1,2382.0
40243,1,0.305976358,69,2,0.569913773,15,0,1,0,0.0,1,8581.0
90268,0,0.61587691,56,0,0.4597292069999999,5,0,2,0,0.0,1,12924.0
144361,0,0.011596063,58,0,0.212838727,9,0,1,0,0.0,1,3800.0
117006,0,0.1379302679999999,76,0,0.2578968409999999,3,0,0,0,0.0,1,2500.0
83422,0,0.1677461319999999,64,0,0.2344306979999999,10,0,1,0,0.0,1,4768.0
114686,0,0.902279696,25,0,0.149233844,4,0,0,0,1.0,1,1500.0
21548,0,0.137720226,64,0,0.179646706,15,0,2,0,0.0,1,9000.0
38142,0,0.0502238129999999,86,0,0.050779688,13,0,0,0,0.0,1,2500.0
35345,0,0.9999999,76,0,0.0012498959999999,1,0,0,0,1.0,1,12000.0
107962,0,0.429767204,47,0,0.3442729039999999,13,0,2,0,0.0,1,10816.0
55157,0,0.447471316,51,0,0.450387403,9,0,2,0,2.0,1,4000.0
53527,0,0.3372948499999999,52,1,0.0967004709999999,10,0,0,0,1.0,1,7000.0
20770,0,0.1998156409999999,42,1,0.307756884,14,0,1,0,1.0,1,5955.0
11389,0,0.917200718,81,1,0.463043478,13,0,1,0,0.0,1,3219.0
119111,0,0.129319678,44,0,0.30786644,12,0,2,0,3.0,1,5300.0
115223,0,0.028295097,52,1,0.4109802699999999,18,0,4,0,0.0,1,12822.0
47626,0,0.229865719,48,1,0.2725556809999999,15,0,1,0,2.0,1,18542.0
47032,0,0.169069632,71,1,0.216129032,16,0,2,0,0.0,1,6199.0
30415,0,0.623368832,33,0,0.400275103,6,0,2,0,2.0,1,9450.0
121820,0,0.110522438,39,0,0.0146920249999999,4,0,0,1,0.0,1,52000.0
18028,0,0.0799562109999999,81,0,0.050556984,10,0,0,0,0.0,1,2333.0
7250,0,0.2680587099999999,55,1,1.994433449,18,0,6,0,2.0,1,8083.0
25378,0,0.763646543,71,1,0.511822139,9,0,2,1,2.0,1,8500.0
20388,0,0.4227187419999999,78,0,0.301634918,8,0,1,0,1.0,1,6666.0
131152,0,0.020848663,39,0,0.3779027839999999,13,0,2,0,0.0,1,6932.0
129116,0,0.094095257,56,0,0.299511195,8,0,3,0,0.0,1,12683.0
28581,0,0.085060193,42,2,0.578991833,16,0,1,0,1.0,1,3550.0
112467,0,0.075909315,70,1,1.390410959,16,0,1,0,0.0,1,583.0
4353,0,0.5393701939999999,52,0,0.53993005,11,0,2,0,3.0,1,6861.0
104142,0,0.040549529,60,2,0.3275344929999999,15,0,1,0,0.0,1,5000.0
10749,0,0.118646667,47,0,0.312476299,6,0,1,0,0.0,1,2636.0
37912,0,0.02479752,40,1,0.2434554969999999,6,0,0,0,3.0,1,4583.0
123176,0,0.3349179979999999,38,0,0.3030510799999999,10,0,0,0,3.0,1,5833.0
134509,0,0.359396109,37,0,0.2115576879999999,13,0,0,0,0.0,1,5000.0
115895,0,0.097464806,54,0,0.5577113879999999,18,0,7,0,0.0,1,18141.0
85276,0,0.010743358,57,0,0.228428809,6,0,1,0,0.0,1,4206.0
25510,0,0.017354036,62,0,0.803194044,10,0,5,0,2.0,1,8327.0
105082,0,0.662838185,65,0,0.629761016,17,0,1,0,0.0,1,5355.0
40541,0,0.0095883459999999,69,0,0.504332371,16,0,2,0,1.0,1,4500.0
135948,0,0.4853029389999999,50,0,0.109304603,2,0,0,0,0.0,1,5104.0
7348,0,0.9999999,51,0,0.0,0,0,0,0,1.0,1,2260.0
226,1,1.953488372,38,0,0.153500141,5,0,0,0,2.0,1,3556.0
4642,0,0.001291426,38,0,0.40223616,13,0,1,0,0.0,1,7333.0
119982,0,0.0,56,0,0.31927049,5,0,1,0,0.0,1,4550.0
135629,0,0.73245316,58,6,0.232798015,9,1,1,0,0.0,1,7658.0
145249,0,0.0,82,0,0.081105573,6,0,0,0,0.0,1,2206.0
66219,0,0.031156376,56,0,2.863052782,13,0,2,0,0.0,1,700.0
129373,0,0.1706080279999999,46,0,0.279568478,11,0,1,0,2.0,1,7600.0
124014,0,0.132582576,34,0,0.7727476469999999,6,0,1,0,0.0,1,2230.0
56883,0,0.2938682449999999,40,0,0.510748209,2,0,1,0,0.0,1,6000.0
62414,1,1.07153922,49,2,0.3964194369999999,8,3,0,0,0.0,1,3518.0
49145,0,0.014549273,70,0,0.4202759059999999,3,0,1,0,0.0,1,3116.0
128089,0,0.9999999,26,0,0.169067921,2,0,0,0,0.0,1,3400.0
8003,0,0.188090595,63,0,0.3212797869999999,3,0,2,0,6.0,1,6000.0
144696,0,0.6004695239999999,30,0,0.079919162,3,0,0,0,2.0,1,5442.0
136974,0,0.8669711749999999,33,0,1.032390171,15,0,1,0,1.0,1,2685.0
148810,0,0.25355832,59,0,0.2017304189999999,12,0,0,0,1.0,1,6587.0
131114,0,0.014362984,38,0,0.298136149,6,0,2,0,3.0,1,12500.0
139889,0,0.033101165,24,0,0.0054730259999999,3,0,0,0,0.0,1,2557.0
57233,0,0.3481214229999999,54,0,0.376581041,10,0,2,0,0.0,1,7668.0
14294,0,0.78844475,44,0,0.326360992,6,0,1,0,2.0,1,7218.0
15426,1,0.427512008,54,2,0.7158836690000001,12,0,1,0,0.0,1,4916.0
91633,0,0.19317803,30,0,78.0,2,0,0,0,2.0,1,1.0
26105,0,0.000924235,55,0,0.2871865869999999,11,0,1,0,0.0,1,6500.0
133880,0,0.901690074,32,3,0.415541133,6,0,1,0,1.0,1,5700.0
62032,0,0.0,37,1,0.0,3,0,0,0,0.0,1,6750.0
38782,0,0.2620223629999999,50,0,0.4564938499999999,10,0,3,0,5.0,1,13250.0
18229,0,0.0,52,0,0.131971466,5,0,0,0,1.0,1,3083.0
59742,0,0.219351624,37,0,0.4395326809999999,7,0,2,0,3.0,1,9500.0
132548,1,0.61282342,63,0,0.073719284,8,0,0,0,0.0,1,2400.0
123994,0,0.8997800049999999,44,0,0.16840061,4,0,0,0,0.0,1,7208.0
103585,0,0.0649819489999999,66,0,0.2191219879999999,6,0,1,0,2.0,1,10500.0
26362,0,0.3113733089999999,62,0,0.341587302,4,0,1,0,1.0,1,4724.0
20476,0,0.975465822,31,0,0.401623585,6,0,1,0,1.0,1,4680.0
87386,0,0.497106413,62,0,0.689127973,8,0,0,0,0.0,1,1765.0
6304,0,0.6887155640000001,61,0,0.165133946,6,0,0,0,0.0,1,2500.0
84419,0,0.042534634,38,0,0.24735053,6,0,1,0,0.0,1,5000.0
56740,0,0.3553713299999999,51,0,0.3001943899999999,7,0,0,0,0.0,1,3600.0
4048,0,0.0041512149999999,48,1,1.19201995,8,0,0,0,3.0,1,400.0
95484,0,0.021751181,67,0,0.0475680309999999,11,0,0,0,1.0,1,4666.0
115360,0,0.060048702,31,0,0.051355207,4,0,0,0,0.0,1,700.0
65231,1,0.9999999,32,0,0.030396526,1,1,0,1,0.0,1,8750.0
11092,0,0.0,67,0,0.0134977499999999,3,0,0,0,0.0,1,6000.0
69244,0,0.0,50,0,0.562833994,11,0,2,0,2.0,1,5800.0
64138,0,0.1853767799999999,60,2,0.6561137879999999,16,0,2,0,0.0,1,4358.0
56952,0,0.044180415,31,0,0.098152075,10,0,0,0,0.0,1,3300.0
25076,0,0.632006562,31,0,0.5371161279999999,18,0,1,0,0.0,1,4916.0
145703,0,0.5013278359999999,73,0,0.545896812,18,0,1,0,0.0,1,7810.0
142678,0,0.218520986,23,0,0.010011123,3,0,0,0,0.0,1,898.0
104561,0,0.0558200059999999,70,0,0.009172559,4,0,0,0,0.0,1,5232.0
60013,0,0.77278402,45,0,0.257261411,6,2,0,0,0.0,1,2650.0
88173,0,0.1981322349999999,56,0,0.370214959,9,0,2,0,2.0,1,13583.0
9890,0,0.0,43,0,0.2139190719999999,7,0,1,0,3.0,1,15000.0
49067,0,0.034597225,60,0,0.421221008,7,0,1,0,0.0,1,3750.0
77687,0,0.73514714,30,1,0.168772996,7,0,0,0,0.0,1,6250.0
22168,0,0.0007591839999999,72,0,0.000587544,7,0,0,0,0.0,1,1701.0
53607,0,0.0934906509999999,41,0,0.224409449,7,0,2,0,3.0,1,5333.0
46730,0,0.02554499,38,0,0.3311853149999999,8,0,1,0,1.0,1,5120.0
84783,0,0.7730637640000001,57,0,0.6718717899999999,17,0,1,0,3.0,1,4866.0
81173,0,0.0156961719999999,59,0,0.0089964009999999,9,0,0,0,0.0,1,5001.0
83582,0,0.050925587,60,0,0.1768777239999999,8,1,0,0,2.0,1,3900.0
69671,0,0.140980033,43,0,0.487882653,13,0,1,0,3.0,1,3135.0
146666,0,0.1290256169999999,56,0,0.0636847359999999,4,0,0,0,1.0,1,18041.0
85299,0,0.0,69,0,0.329334476,6,0,2,0,1.0,1,3500.0
98258,0,0.00709563,25,0,0.602312139,6,0,0,0,0.0,1,864.0
111083,0,0.0,82,0,0.0,1,0,0,0,0.0,1,1338.0
135720,0,0.987940125,61,2,0.149522328,4,0,0,0,0.0,1,4500.0
49683,0,0.088616938,59,0,0.1106705739999999,5,0,1,0,0.0,1,5800.0
828,0,0.0,31,0,0.4327836079999999,9,0,1,0,0.0,1,2000.0
147719,0,0.1344540009999999,53,0,0.0561633839999999,4,0,0,0,2.0,1,2741.0
67641,0,0.312532892,26,1,0.2802249299999999,5,0,0,0,0.0,1,1066.0
10185,0,0.8253897809999998,45,0,0.51115213,9,0,1,0,0.0,1,6500.0
11495,0,0.812686228,43,0,0.655458451,14,0,4,0,0.0,1,6750.0
126340,0,0.092964743,53,0,0.328798558,11,0,1,0,0.0,1,6100.0
46755,0,0.012731426,74,0,0.15581854,8,0,1,0,0.0,1,2534.0
55168,0,0.626698622,62,0,0.4196371939999999,10,0,0,0,0.0,1,7882.0
46046,0,0.0,52,0,0.217217408,9,0,1,0,0.0,1,10500.0
113451,1,0.942902569,52,0,0.519118997,14,3,2,2,1.0,1,13075.0
141289,0,0.0408739779999999,52,0,0.237259708,8,0,2,0,1.0,1,7750.0
20652,0,0.411698538,56,4,0.139339087,9,0,1,0,0.0,1,4750.0
149220,0,0.003988209,34,0,0.000224997,1,0,0,0,1.0,1,8888.0
11918,0,0.1975112689999999,48,0,0.1459675629999999,5,0,0,0,2.0,1,4500.0
3470,0,0.6732921699999999,53,0,0.4679969470000001,11,0,2,0,1.0,1,9170.0
91074,0,0.0901767219999999,68,0,0.44287976,8,0,4,0,1.0,1,12000.0
65412,0,0.5903917269999999,32,1,0.165366927,6,0,0,0,1.0,1,5000.0
122683,0,1.035329969,45,0,0.368877041,3,0,1,0,1.0,1,3000.0
100071,0,0.686517888,65,0,0.52173913,8,0,0,0,0.0,1,1241.0
63303,0,0.5341943929999999,31,0,0.6740931159999999,4,0,1,0,0.0,1,3500.0
116453,0,0.425127674,46,1,0.8146016359999998,9,0,1,0,1.0,1,3300.0
119839,0,0.0269463019999999,45,0,0.2156526709999999,10,0,1,0,1.0,1,3500.0
104418,0,0.0429542509999999,43,0,0.1270974649999999,8,0,1,0,3.0,1,2800.0
60021,0,9193.0,50,0,0.32474701,5,0,2,0,3.0,1,7608.0
114823,0,0.634629726,42,0,0.218700475,14,0,0,0,0.0,1,4416.0
133243,0,0.230961506,44,0,0.106361061,6,0,1,0,0.0,1,7765.0
138424,0,0.012579418,63,0,0.221777822,10,0,1,0,0.0,1,10000.0
123676,0,3484.0,47,0,0.1509068249999999,4,0,1,0,0.0,1,7222.0
28932,0,0.0086476439999999,52,0,0.003998001,4,0,0,0,0.0,1,2000.0
143322,0,0.348685706,56,1,1.041237113,14,0,2,0,1.0,1,3200.0
43715,0,0.4917514120000001,38,2,0.301289742,8,0,1,0,3.0,1,6667.0
144315,0,0.9999999,61,0,0.0113584729999999,1,1,0,0,0.0,1,2200.0
134611,0,0.0457370059999999,42,0,0.2461767199999999,4,0,2,0,3.0,1,9415.0
84035,0,0.830260992,56,0,0.724567362,21,0,1,0,0.0,1,6182.0
57959,0,0.3821805389999999,37,0,0.357941514,2,0,1,0,0.0,1,6975.0
111133,0,0.0349359529999999,79,0,0.019268667,15,0,0,0,1.0,1,4566.0
140347,0,0.048535908,70,0,0.2662604969999999,28,0,1,0,0.0,1,6072.0
118848,0,0.436807151,60,0,0.285761902,11,0,1,0,0.0,1,18000.0
29649,0,0.01939903,52,0,0.000996467,5,0,0,0,1.0,1,11038.0
114038,0,0.027377691,68,0,0.636630232,9,0,1,0,0.0,1,3750.0
35493,0,0.280902176,47,0,0.088048838,5,0,0,0,3.0,1,8517.0
113776,0,0.005949921,73,0,0.137875101,4,0,0,0,0.0,1,2465.0
23736,0,0.896984815,51,0,0.4843785370000001,13,0,1,0,0.0,1,8833.0
27044,0,0.0081995039999999,65,0,0.176778773,11,0,2,0,0.0,1,11833.0
45399,0,0.007097474,65,0,0.1897670459999999,13,0,2,0,0.0,1,9400.0
137288,0,0.9999999,33,0,0.0,0,0,0,0,0.0,1,7000.0
36774,0,0.03775226,61,0,0.3911027389999999,19,0,2,0,1.0,1,6900.0
974,0,0.9999999,55,0,0.167543201,1,1,0,1,2.0,1,5323.0
42231,0,0.0,69,0,1496.0,10,0,2,0,0.0,1,0.0
60730,1,1.030498186,42,1,0.554281142,12,0,1,0,3.0,1,7497.0
55241,0,0.5024665569999999,40,0,0.632183908,6,0,1,0,1.0,1,4697.0
131745,0,0.308379663,44,0,0.342818946,7,0,2,0,3.0,1,5235.0
19908,0,0.015252682,85,0,0.156831302,6,0,1,0,0.0,1,3117.0
131225,0,0.0008657629999999,86,0,0.159974198,9,0,1,0,1.0,1,6200.0
89864,0,0.0,44,0,0.165624039,12,0,2,0,2.0,1,9750.0
2479,0,0.04559544,65,0,0.2940954539999999,3,0,1,0,0.0,1,5300.0
20859,0,0.0047704959999999,39,0,0.716189644,10,0,2,0,2.0,1,4576.0
58841,0,0.0118662709999999,66,1,0.003332223,2,0,0,0,0.0,1,3000.0
93291,0,1.132890365,48,0,0.24772927,3,2,0,0,0.0,1,6825.0
102016,0,0.1609383349999999,41,0,0.5379627129999999,8,0,2,0,1.0,1,3700.0
87421,0,0.100060668,62,0,0.059538275,4,0,0,0,0.0,1,4114.0
95477,0,0.07106487,53,0,8.852702946,8,0,0,0,0.0,1,33333.0
141502,0,0.34651511,33,1,0.290796824,12,0,1,1,2.0,1,3400.0
56468,0,0.010863151,79,0,0.133433283,11,0,1,0,0.0,1,2000.0
47453,0,0.0251995419999999,74,0,0.032773781,10,0,0,0,0.0,1,1250.0
37067,0,0.3973150529999999,30,0,0.106353417,9,0,0,0,0.0,1,7916.0
12343,0,0.0741873029999999,54,0,0.0732753429999999,13,0,0,0,1.0,1,41500.0
32456,0,0.975930291,35,0,0.3054239699999999,10,0,0,0,3.0,1,8443.0
6016,0,0.993145714,62,0,1.017469429,12,0,2,0,0.0,1,4006.0
88456,0,0.0,72,0,0.195631825,6,0,1,0,0.0,1,3204.0
98884,0,0.387710286,63,0,0.493640316,11,0,1,0,1.0,1,6210.0
36268,0,0.0229647249999999,67,0,0.187138795,8,0,1,0,0.0,1,10900.0
108802,0,0.172924017,66,0,0.589343247,14,0,2,0,0.0,1,4034.0
46451,0,0.4237333569999999,61,0,0.3654022989999999,14,1,1,0,0.0,1,8699.0
59204,0,0.02159946,71,0,0.059912404,6,0,1,0,0.0,1,12100.0
55139,0,0.0577931949999999,59,0,0.209055338,5,0,2,0,0.0,1,16100.0
93100,0,0.156301681,31,0,0.044898739,6,0,0,0,1.0,1,5233.0
11559,0,0.12269813,42,0,0.0786404529999999,19,0,0,0,0.0,1,3000.0
83751,0,0.013246688,27,0,0.184362506,4,0,0,0,1.0,1,2250.0
107054,0,0.014361343,62,0,0.4282951979999999,7,0,1,0,0.0,1,3102.0
50255,1,0.031339031,50,1,0.3554331709999999,7,1,1,0,3.0,1,4720.0
30797,0,0.015938536,62,0,0.002147108,7,0,0,0,1.0,1,16300.0
62442,0,0.105802617,50,1,0.291081401,12,0,1,0,0.0,1,5908.0
142362,0,0.035812423,58,0,0.2631447379999999,12,0,1,0,1.0,1,12000.0
112010,1,0.7621412619999999,40,1,0.7368278840000001,16,0,2,0,0.0,1,3700.0
142738,0,0.2022122359999999,33,0,0.325160676,7,0,1,0,3.0,1,4200.0
29152,0,0.3041444879999999,66,0,0.4566402139999999,12,0,2,0,2.0,1,10458.0
44425,0,0.026212956,36,0,0.143434646,5,0,0,0,2.0,1,6678.0
104158,0,0.005216938,74,0,1.0,4,0,0,0,0.0,1,0.0
69317,0,0.264043399,34,1,318.0,3,0,0,0,0.0,1,0.0
49062,0,0.008005714,61,0,0.003128666,3,0,0,0,0.0,1,2556.0
5341,0,0.964652223,37,0,0.120026379,4,0,0,0,1.0,1,4548.0
102204,0,0.079776788,58,0,0.94889646,27,0,2,0,0.0,1,6750.0
38450,0,0.0667622719999999,54,0,0.41813136,10,0,2,0,1.0,1,7566.0
129518,0,0.1437101799999999,42,0,0.201389376,8,0,1,0,2.0,1,14250.0
77711,0,1.013062409,32,0,0.900271985,5,0,1,0,3.0,1,2205.0
54425,0,0.5141805489999999,53,0,0.2723218809999999,6,0,2,0,1.0,1,9866.0
41924,0,0.8822380349999999,41,1,0.299967127,6,0,1,1,0.0,1,6083.0
97270,0,0.300541005,49,0,0.560342776,16,0,1,0,0.0,1,4200.0
9544,0,0.0929813689999999,70,0,2.979565773,14,0,2,0,1.0,1,782.0
138746,0,0.002437348,88,0,0.266518601,5,0,1,0,0.0,1,1800.0
32068,0,0.101795128,50,0,0.875411742,14,0,2,0,0.0,1,5160.0
46827,1,0.2317779809999999,61,0,0.4082762859999999,13,0,3,1,0.0,1,13000.0
13202,0,0.009188022,56,0,0.125857675,11,0,1,0,0.0,1,5100.0
142708,0,0.4920590979999999,52,0,0.344913772,4,0,1,0,0.0,1,4000.0
101512,1,0.905475145,46,0,0.790463169,16,0,3,0,1.0,1,5850.0
127591,0,0.70426162,55,0,0.148637756,4,0,0,0,0.0,1,6202.0
101172,0,0.062687694,74,0,0.168330956,14,0,0,0,0.0,1,700.0
16133,0,0.8981586359999999,82,0,0.637782112,9,1,1,0,0.0,1,3588.0
118893,0,0.194382523,64,2,0.26576986,7,0,1,1,0.0,1,5500.0
34963,0,0.0529324509999999,74,0,0.432069627,9,0,1,0,0.0,1,6778.0
86425,1,1.563020544,61,3,0.2197608309999999,7,3,0,4,0.0,1,5100.0
51684,0,0.1490292869999999,39,0,0.47700184,8,0,2,0,0.0,1,12500.0
34478,0,0.2950623729999999,79,0,0.06760418,5,0,0,0,0.0,1,7750.0
84669,0,0.537231384,24,1,0.1790923819999999,5,0,0,0,0.0,1,1233.0
52903,0,0.9999999,30,2,0.226523056,2,0,0,0,0.0,1,2970.0
14329,0,0.141855331,76,1,0.2066483889999999,9,0,0,0,0.0,1,2917.0
98913,1,0.0,79,2,0.494929296,9,0,1,0,0.0,1,7000.0
41223,0,0.01474044,66,0,0.004403831,6,0,0,0,0.0,1,9082.0
81716,0,0.017636813,69,0,0.018691589,11,0,0,0,0.0,1,3958.0
116925,0,0.931391408,51,0,0.292856571,9,0,3,0,2.0,1,12500.0
33061,0,0.938437366,51,2,0.7982860909999998,5,1,1,1,3.0,1,3033.0
10688,0,0.0912052119999999,51,0,0.4376618199999999,9,0,2,0,2.0,1,20083.0
19553,0,0.51188235,45,1,1.406332454,6,0,1,0,1.0,1,2652.0
4261,0,0.314132406,32,0,0.211732207,8,0,0,0,0.0,1,6153.0
3792,0,1.00139972,30,0,0.425440172,6,0,1,0,0.0,1,5565.0
113943,0,0.6180152789999999,41,0,0.4648937899999999,7,0,1,0,2.0,1,6166.0
80498,0,0.00577243,72,0,0.1414151029999999,12,0,1,0,1.0,1,10500.0
125176,0,0.321290465,30,1,0.5123152709999998,7,0,1,0,1.0,1,3450.0
149725,0,0.436493764,37,0,0.222314525,4,0,2,0,0.0,1,15648.0
23363,0,0.0,37,0,0.283809739,7,0,1,0,0.0,1,8850.0
25750,0,0.013625819,50,0,0.0022497189999999,2,0,0,0,0.0,1,8000.0
26910,0,0.031858531,78,0,0.028417819,13,1,0,0,0.0,1,1301.0
83575,0,0.9999999,57,1,0.0,0,0,0,0,0.0,1,4600.0
89225,0,0.022083792,53,0,0.2059705759999999,10,0,1,0,2.0,1,7000.0
139694,0,0.04229577,32,0,0.2377298029999999,9,0,2,0,0.0,1,11857.0
124208,0,0.841229792,41,0,0.487147335,7,0,1,0,3.0,1,4784.0
8642,0,0.192683025,41,0,0.315800503,12,0,1,0,2.0,1,4771.0
121918,0,0.0794577949999999,51,0,0.022517321,8,0,0,0,4.0,1,3463.0
73762,0,0.0909076659999999,59,0,0.91858306,12,0,2,0,0.0,1,7000.0
56912,1,0.844165119,35,0,0.552274541,4,1,0,0,2.0,1,2505.0
66056,0,0.0522016949999999,39,0,0.1570873389999999,6,0,0,0,0.0,1,4888.0
99390,1,0.9999999,55,4,0.321320017,5,0,1,1,1.0,1,6908.0
50925,0,0.167490998,37,0,0.5421495109999999,14,0,2,0,0.0,1,4400.0
89406,0,0.670333104,53,0,0.0625097429999999,8,0,0,0,0.0,1,6414.0
56699,0,0.9999999,77,0,0.0,0,0,0,0,0.0,1,3717.0
57893,0,0.0647716609999999,60,0,0.2591042279999999,19,0,1,0,0.0,1,7166.0
134176,0,0.507815961,39,2,0.346723404,10,0,1,0,4.0,1,5874.0
58778,0,0.209643683,48,3,0.41320462,14,0,1,1,1.0,1,5800.0
62460,0,0.538935927,55,0,2.046031889,27,0,10,0,1.0,1,11100.0
111708,0,0.8097486459999998,46,0,0.5157651879999999,12,0,1,0,2.0,1,3900.0
17399,0,0.0,48,0,0.301541533,9,0,1,0,0.0,1,9016.0
148616,0,0.03886702,45,0,0.4215304799999999,14,0,1,0,0.0,1,3083.0
122556,0,0.0073609069999999,54,0,0.119888011,8,0,1,0,1.0,1,10000.0
29665,0,0.9999999,31,0,0.0,0,0,0,0,3.0,1,3710.0
149860,0,0.063558162,47,0,0.4925014999999999,8,0,2,0,2.0,1,5000.0
142084,0,0.0,23,0,0.0,2,0,0,0,0.0,1,898.0
64043,1,0.739109153,29,3,0.094322551,7,0,0,0,0.0,1,4420.0
140325,1,0.906382811,35,0,0.411655478,6,0,1,0,0.0,1,7000.0
48550,0,0.363825544,42,1,0.100433285,15,0,0,0,0.0,1,9000.0
116066,0,0.9999999,50,0,0.3939182099999999,4,0,1,0,1.0,1,2860.0
23804,0,0.1724369249999999,57,0,0.622603933,19,0,1,0,2.0,1,4016.0
45781,0,0.0,65,0,0.1787417319999999,4,0,1,0,0.0,1,6500.0
48838,0,0.5444923099999999,50,0,0.984503874,16,0,2,0,0.0,1,4000.0
7646,0,0.0414412009999999,59,0,0.013920526,3,0,0,0,0.0,1,3950.0
64945,1,0.960693153,41,0,0.138132595,7,0,0,0,4.0,1,6500.0
126195,0,0.9999999,58,0,0.0,0,0,0,0,0.0,1,5420.0
53955,1,0.0,51,0,0.132575373,7,0,1,0,0.0,1,9850.0
72916,0,0.8900687069999998,31,1,0.5520890149999998,10,0,2,0,0.0,1,9166.0
53221,0,0.0093276619999999,41,1,0.2573196859999999,5,0,1,0,1.0,1,4200.0
149196,0,0.069566704,93,0,0.00315416,3,0,0,0,0.0,1,7608.0
26226,0,0.3593638399999999,58,0,0.3423796599999999,10,0,2,0,0.0,1,7000.0
31242,0,0.009795282,81,0,0.006748313,18,0,0,0,1.0,1,4000.0
131589,0,0.0,36,0,0.262135922,4,0,1,0,0.0,1,4325.0
92390,0,0.0377462589999999,58,0,0.1730918789999999,8,0,1,0,0.0,1,9000.0
13282,0,0.217451421,46,0,0.714370989,7,0,1,0,0.0,1,6700.0
79326,0,0.9999999,41,2,0.674303406,5,1,0,0,0.0,1,1614.0
73858,1,1.444555445,24,2,0.329177057,7,6,0,1,0.0,1,1603.0
30799,1,0.216590725,52,3,0.070653739,7,0,1,1,0.0,1,20833.0
94849,0,0.6615273429999999,59,0,0.096805657,4,0,0,0,0.0,1,4100.0
69919,0,0.029316957,44,0,0.1811090629999999,12,0,2,0,0.0,1,7050.0
95808,1,0.220571429,53,3,0.247164049,14,2,2,0,0.0,1,4583.0
31071,0,0.16822137,45,0,0.33321358,10,0,1,0,1.0,1,5566.0
93302,0,0.3614358129999999,85,0,0.138888889,6,0,1,0,0.0,1,5291.0
91963,0,0.174505658,54,0,0.1304869509999999,12,0,1,0,2.0,1,10000.0
100935,0,0.0017092819999999,72,0,0.64686529,12,0,2,0,2.0,1,5470.0
33512,1,1.045129963,57,3,0.4203159369999999,5,1,1,2,0.0,1,5000.0
137955,0,0.562836487,37,0,0.2116078869999999,3,0,1,0,1.0,1,3600.0
113019,0,0.129124725,28,0,0.017996401,6,0,0,0,0.0,1,3333.0
37053,0,0.611816082,32,0,0.392596596,9,0,1,0,1.0,1,3700.0
144472,1,0.133234362,71,2,0.37605588,26,0,1,1,0.0,1,6155.0
1638,0,0.3606887170000001,70,0,0.595462092,7,0,0,0,0.0,1,1806.0
89101,0,0.5833963529999999,65,0,0.0719309459999999,9,0,0,0,0.0,1,3127.0
126673,0,0.560304962,30,0,0.216356729,7,0,1,0,1.0,1,5000.0
108032,0,0.798395362,44,0,0.4409845789999999,5,0,0,0,1.0,1,3371.0
